id;name;url
4c7c9194-5408-11ea-8d77-2e728ce88125;LABIRINT; https://www.labirint.ru/books/
4c7c9446-5408-11ea-8d77-2e728ce88125;FKNIGA;https://fkniga.ru/catalog/book/section.php?new_books=y&forweek=y
